# Built-in unit-definition provenance manifest.
# Each row identifies one canonical built-in unit returned by Unit::all().
# source_ids are semicolon-separated stable identifiers from the catalog below.
# numeric_policy is exact unless a unit uses a documented finite irrational approximation.
#
# BIPM-SI-9.3.01 https://www.bipm.org/documents/20126/41483022/SI-Brochure-9-EN.pdf/2d2b50bf-f2b4-9661-f402-5f9d66e4b507?version=4.0
# NIST-SP-811-2008 https://doi.org/10.6028/NIST.SP.811e2008
# NIST-HB-44-2026 https://doi.org/10.6028/NIST.HB.44-2026
# CODATA-2022-V9.0 https://physics.nist.gov/cuu/Reference/versioncon.shtml
# NIST-DLMF-3.12 https://dlmf.nist.gov/3.12
quantity	unit	source_ids	numeric_policy	scope
specific_radioactivity	Bq/kg	BIPM-SI-9.3.01;NIST-SP-811-2008	exact	Radioactivity divided by SI mass
specific_radioactivity	Ci/kg	BIPM-SI-9.3.01;NIST-SP-811-2008	exact	Radioactivity divided by SI mass
specific_radioactivity	dpm/kg	BIPM-SI-9.3.01;NIST-SP-811-2008	exact	Radioactivity divided by SI mass
surface_tension	mN/m	BIPM-SI-9.3.01;NIST-SP-811-2008	exact	SI surface tension and dyne conversion
surface_tension	N/m	BIPM-SI-9.3.01;NIST-SP-811-2008	exact	SI surface tension and dyne conversion
surface_tension	dyn/cm	BIPM-SI-9.3.01;NIST-SP-811-2008	exact	SI surface tension and dyne conversion
surface_tension	J/m²	BIPM-SI-9.3.01;NIST-SP-811-2008	exact	SI surface tension and dyne conversion
temperature	K	BIPM-SI-9.3.01;NIST-SP-811-2008	exact	Kelvin, Celsius, Fahrenheit, and Rankine affine definitions
temperature	°C	BIPM-SI-9.3.01;NIST-SP-811-2008	exact	Kelvin, Celsius, Fahrenheit, and Rankine affine definitions
temperature	°F	BIPM-SI-9.3.01;NIST-SP-811-2008	exact	Kelvin, Celsius, Fahrenheit, and Rankine affine definitions
temperature	°R	BIPM-SI-9.3.01;NIST-SP-811-2008	exact	Kelvin, Celsius, Fahrenheit, and Rankine affine definitions
temperature_interval	K	BIPM-SI-9.3.01;NIST-SP-811-2008	exact	Kelvin, Celsius, Fahrenheit, and Rankine intervals
temperature_interval	°C	BIPM-SI-9.3.01;NIST-SP-811-2008	exact	Kelvin, Celsius, Fahrenheit, and Rankine intervals
temperature_interval	°F	BIPM-SI-9.3.01;NIST-SP-811-2008	exact	Kelvin, Celsius, Fahrenheit, and Rankine intervals
temperature_interval	°R	BIPM-SI-9.3.01;NIST-SP-811-2008	exact	Kelvin, Celsius, Fahrenheit, and Rankine intervals
thermal_conductivity	mW/(m · K)	BIPM-SI-9.3.01	exact	SI thermal conductivity and decimal prefixes
thermal_conductivity	W/(m · K)	BIPM-SI-9.3.01	exact	SI thermal conductivity and decimal prefixes
thermal_conductivity	kW/(m · K)	BIPM-SI-9.3.01	exact	SI thermal conductivity and decimal prefixes
thermal_conductivity	W/(m · °C)	BIPM-SI-9.3.01	exact	SI thermal conductivity and decimal prefixes
thermal_resistance	K/mW	BIPM-SI-9.3.01	exact	SI thermal resistance and decimal prefixes
thermal_resistance	K/W	BIPM-SI-9.3.01	exact	SI thermal resistance and decimal prefixes
thermal_resistance	K/kW	BIPM-SI-9.3.01	exact	SI thermal resistance and decimal prefixes
time	ns	BIPM-SI-9.3.01	exact	SI second and accepted civil-time multiples
time	µs	BIPM-SI-9.3.01	exact	SI second and accepted civil-time multiples
time	ms	BIPM-SI-9.3.01	exact	SI second and accepted civil-time multiples
time	s	BIPM-SI-9.3.01	exact	SI second and accepted civil-time multiples
time	min	BIPM-SI-9.3.01	exact	SI second and accepted civil-time multiples
time	h	BIPM-SI-9.3.01	exact	SI second and accepted civil-time multiples
time	d	BIPM-SI-9.3.01	exact	SI second and accepted civil-time multiples
time	a (365 d)	BIPM-SI-9.3.01	exact	SI second and accepted civil-time multiples
torque	mN · m	BIPM-SI-9.3.01;NIST-SP-811-2008	exact	SI torque and pound-force length conversions
torque	N · m	BIPM-SI-9.3.01;NIST-SP-811-2008	exact	SI torque and pound-force length conversions
torque	kN · m	BIPM-SI-9.3.01;NIST-SP-811-2008	exact	SI torque and pound-force length conversions
torque	lbf · ft	BIPM-SI-9.3.01;NIST-SP-811-2008	exact	SI torque and pound-force length conversions
torque	lbf · in	BIPM-SI-9.3.01;NIST-SP-811-2008	exact	SI torque and pound-force length conversions
velocity	µm/s	BIPM-SI-9.3.01;NIST-SP-811-2008	exact	SI velocity, exact international-foot units, and knot
velocity	mm/s	BIPM-SI-9.3.01;NIST-SP-811-2008	exact	SI velocity, exact international-foot units, and knot
velocity	cm/s	BIPM-SI-9.3.01;NIST-SP-811-2008	exact	SI velocity, exact international-foot units, and knot
velocity	m/s	BIPM-SI-9.3.01;NIST-SP-811-2008	exact	SI velocity, exact international-foot units, and knot
velocity	km/h	BIPM-SI-9.3.01;NIST-SP-811-2008	exact	SI velocity, exact international-foot units, and knot
velocity	ft/s	BIPM-SI-9.3.01;NIST-SP-811-2008	exact	SI velocity, exact international-foot units, and knot
velocity	mi/h	BIPM-SI-9.3.01;NIST-SP-811-2008	exact	SI velocity, exact international-foot units, and knot
velocity	kn	BIPM-SI-9.3.01;NIST-SP-811-2008	exact	SI velocity, exact international-foot units, and knot
volume	mm³	BIPM-SI-9.3.01;NIST-SP-811-2008;NIST-HB-44-2026	exact	SI volume and U.S. customary liquid measures
volume	cm³	BIPM-SI-9.3.01;NIST-SP-811-2008;NIST-HB-44-2026	exact	SI volume and U.S. customary liquid measures
volume	m³	BIPM-SI-9.3.01;NIST-SP-811-2008;NIST-HB-44-2026	exact	SI volume and U.S. customary liquid measures
volume	µL	BIPM-SI-9.3.01;NIST-SP-811-2008;NIST-HB-44-2026	exact	SI volume and U.S. customary liquid measures
volume	mL	BIPM-SI-9.3.01;NIST-SP-811-2008;NIST-HB-44-2026	exact	SI volume and U.S. customary liquid measures
volume	L	BIPM-SI-9.3.01;NIST-SP-811-2008;NIST-HB-44-2026	exact	SI volume and U.S. customary liquid measures
volume	in³	BIPM-SI-9.3.01;NIST-SP-811-2008;NIST-HB-44-2026	exact	SI volume and U.S. customary liquid measures
volume	ft³	BIPM-SI-9.3.01;NIST-SP-811-2008;NIST-HB-44-2026	exact	SI volume and U.S. customary liquid measures
volume	yd³	BIPM-SI-9.3.01;NIST-SP-811-2008;NIST-HB-44-2026	exact	SI volume and U.S. customary liquid measures
volume	fl oz (US)	BIPM-SI-9.3.01;NIST-SP-811-2008;NIST-HB-44-2026	exact	SI volume and U.S. customary liquid measures
volume	cup (US customary)	BIPM-SI-9.3.01;NIST-SP-811-2008;NIST-HB-44-2026	exact	SI volume and U.S. customary liquid measures
volume	pt (US liq)	BIPM-SI-9.3.01;NIST-SP-811-2008;NIST-HB-44-2026	exact	SI volume and U.S. customary liquid measures
volume	qt (US liq)	BIPM-SI-9.3.01;NIST-SP-811-2008;NIST-HB-44-2026	exact	SI volume and U.S. customary liquid measures
volume	gal (US)	BIPM-SI-9.3.01;NIST-SP-811-2008;NIST-HB-44-2026	exact	SI volume and U.S. customary liquid measures
volume_rate	m³/s	BIPM-SI-9.3.01;NIST-SP-811-2008;NIST-HB-44-2026	exact	SI volume flow and U.S. gallon per minute
volume_rate	m³/h	BIPM-SI-9.3.01;NIST-SP-811-2008;NIST-HB-44-2026	exact	SI volume flow and U.S. gallon per minute
volume_rate	mL/s	BIPM-SI-9.3.01;NIST-SP-811-2008;NIST-HB-44-2026	exact	SI volume flow and U.S. gallon per minute
volume_rate	L/s	BIPM-SI-9.3.01;NIST-SP-811-2008;NIST-HB-44-2026	exact	SI volume flow and U.S. gallon per minute
volume_rate	L/min	BIPM-SI-9.3.01;NIST-SP-811-2008;NIST-HB-44-2026	exact	SI volume flow and U.S. gallon per minute
volume_rate	gal (US)/min	BIPM-SI-9.3.01;NIST-SP-811-2008;NIST-HB-44-2026	exact	SI volume flow and U.S. gallon per minute
